"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"43",32062,0.00141843971631206,38,38,"S","Deinococcus radiophilus","Deinococcus radiophilus","Bacteria",NA,NA,NA,NA
"44",33010,0.000709219858156028,19,19,"S","Cutibacterium avidum","Cutibacterium avidum","Bacteria","0","0","","原属于丙酸杆菌（Propionibacterium）属，是存在于人类皮肤的一种细菌，具有少见的机会致病性，可导致表面，深部，侵袭性感染，包括但不限于乳房感染，皮肤脓肿，感染性心内膜炎，假体感染和器械相关感染。"
"45",33011,0.00485255692422546,130,130,"S","Cutibacterium granulosum","Cutibacterium granulosum","Bacteria","0","0","","原为丙酸杆菌（Propionibacterium）属的颗粒丙酸杆菌（Propionibacterium granulosum），寄生于皮肤，具有机会致病性，可导致罕见的感染性心内膜炎，假体感染等。"
"46",34062,0.00313549832026876,84,84,"S","Moraxella osloensis","Moraxella osloensis","Bacteria","G-","莫拉菌属","奥斯陆莫拉菌","是存在于人和动物黏膜上的正常菌群,为条件致病菌,很少致病,可引起肺炎、结膜炎、脑膜炎、脑脓肿、心内膜炎、心包炎等。"
"47",36651,0.0641122913505311,169,169,"S","Penicillium digitatum","Penicillium digitatum","Eukaryota","fun","青霉属","指状青霉菌","一种植物病原真菌，主要感染柑橘、苹果，通过局部调节柑橘、苹果的PH来增强其毒力，腐蚀果实时会导致其PH下降。"
"48",37332,0.0020903322135125,56,56,"S","Nocardia seriolae","Nocardia seriolae","Bacteria","G+","诺卡氏菌属","鲥鱼脾脏诺卡氏菌","0"
"49",38304,0.00231429637924599,62,62,"S","Corynebacterium tuberculostearicum","Corynebacterium tuberculostearicum","Bacteria",NA,NA,NA,NA
"50",39488,0.00141843971631206,38,38,"S","Anaerobutyricum hallii","Anaerobutyricum hallii","Bacteria","0","真杆菌属","霍氏真杆菌","0"
"51",40214,0.00212765957446809,57,57,"S","Acinetobacter johnsonii","Acinetobacter johnsonii","Bacteria","G-","不动杆菌属","约翰逊不动杆菌","是不动杆菌属菌种，有机会致病性。"
"52",40324,0.00981709593131766,263,263,"S","Stenotrophomonas maltophilia","Stenotrophomonas maltophilia","Bacteria","G-","寡养单胞菌属","嗜麦芽糖寡养单胞菌","嗜麦芽寡养单胞菌是重要的医源性感染菌。其中易感因素包括：体弱，免疫功能低下，外伤，插管，手术，移植，使用呼吸机等。寡养单胞菌属为条件致病菌，主要引起院内感染，最常见的是：呼吸道感染、尿道感染、伤口感染，也可引起脑膜炎、菌血症、医源性败血症、心内膜炎等。引起本菌定植和感染的危险因素有：机械通气、广谱抗生素的预防性应用、化疗、插管和中性粒细胞减少等。"
"53",40559,0.0265553869499241,70,70,"S","Botrytis cinerea","Botrytis cinerea","Eukaryota","fun","葡萄球菌属","灰葡萄孢菌","一种植物致病菌，无人类致病性报道，可侵染多钟植物的幼苗、果实。"
"54",42253,0.00503919372900336,135,135,"S","Nitrospira moscoviensis","Nitrospira moscoviensis","Bacteria","0","硝化螺菌属","0","0"
"55",43675,0.0080253826054498,215,215,"S","Rothia mucilaginosa","Rothia mucilaginosa","Bacteria","G+","罗氏菌属","黏液罗氏菌","黏液罗氏菌是存在于人口腔中的正常菌群，也是一种机会致病菌。已报道该菌导致脑膜炎、心内膜炎、肺炎、菌血症等。"
"56",43765,0.006494960806271,174,174,"S","Corynebacterium amycolatum","Corynebacterium amycolatum","Bacteria",NA,NA,NA,NA
"57",45972,0.000746547219111609,20,20,"S","Staphylococcus pasteuri","Staphylococcus pasteuri","Bacteria","G+","葡萄球菌属","巴氏葡萄球菌","巴氏葡萄球菌为凝固酶阴性葡萄球菌，广泛存在于自然界中，有关该菌造成人类感染的病例较少，造成菌血症、心内膜炎。"
"58",46124,0.00085852930197835,23,23,"S","Granulicatella adiacens","Granulicatella adiacens","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"59",46507,0.000597237775289287,16,16,"S","Ezakiella coagulans","Ezakiella coagulans","Bacteria",NA,NA,NA,NA
"60",47671,0.00186636804777902,50,50,"S","Lautropia mirabilis","Lautropia mirabilis","Bacteria",NA,NA,NA,NA
"61",47770,0.00291153415453527,78,78,"S","Lactobacillus crispatus","Lactobacillus crispatus","Bacteria","G+","乳杆菌属","卷曲乳杆菌","普遍认为这种细菌分泌的乳酸改善阴道PH，抑制病原。"
"62",52227,0.00126913027248974,34,34,"S","Prevotella dentalis","Prevotella dentalis","Bacteria","G-","普雷沃菌属","齿状普雷沃菌","普雷沃菌属(Prevotella)是近年来从类杆菌属中分出的一个新菌属，最常见的是产黑色素普雷沃菌（P.melaninogenica）。主要集聚于正常人体的口腔、女性生殖道等部位，组成这些部位的正常菌群，仅次于脆弱类杆菌。它是临床上较常见的一种条件致病菌，可引起这些部位的内源性感染，女性生殖道及口腔感染多见，与结缔组织的分解有关。"
"63",54005,0.00115714818962299,31,31,"S","Peptoniphilus harei","Peptoniphilus harei","Bacteria",NA,NA,NA,NA
"64",61592,0.000522583053378126,14,14,"S","Corynebacterium durum","Corynebacterium durum","Bacteria","G+","棒状杆菌属","硬质小麦棒杆菌","硬质小麦棒杆菌到目前为止仅在人呼吸道样本中分离得到。目前无致病性报道。"
"65",61645,0.000895856662933931,24,24,"S","Enterobacter asburiae","Enterobacter asburiae","Bacteria","G-","肠杆菌属","阿氏肠杆菌","肠杆菌属菌种，该菌属于阴沟肠杆菌复合群，可导致医院内血液感染。"
"66",67260,0.0156401642403882,419,419,"S","Streptomyces cinereoruber","Streptomyces cinereoruber","Bacteria",NA,NA,NA,NA
"67",69781,0.0193474962063733,51,51,"S","Penicillium oxalicum","Penicillium oxalicum","Eukaryota",NA,NA,NA,NA
"68",71999,0.0119074281448302,319,319,"S","Kocuria palustris","Kocuria palustris","Bacteria","G+","考克氏菌属","沼泽考克氏菌","革兰氏阳性，有从乳糜泻患者十二指肠中分离出来。"
"69",76123,0.00126913027248974,34,34,"S","Hoylesella enoeca","Hoylesella enoeca","Bacteria",NA,NA,NA,NA
"70",76775,0.514415781487102,1356,1356,"S","Malassezia restricta","Malassezia restricta","Eukaryota","fun","马拉色菌属","限制性马拉色菌","在一些早产儿或免疫抑制人群中，厚皮马拉色菌以及一些嗜脂性的马拉色菌还可导致系统感染，如菌血症、间质性肺炎等。"
"71",80866,0.00690556177678238,185,185,"S","Delftia acidovorans","Delftia acidovorans","Bacteria","0","代尔夫特菌属","食酸戴尔福特菌","戴尔福特菌属菌种，是环境细菌，革兰阴性，需氧。具有很罕见的机会致病性，主要感染对象是住院或免疫功能低下患者，也可感染免疫功能正常者，可造成肺炎，尿路感染等。"
"72",85698,0.0049645390070922,133,133,"S","Achromobacter xylosoxidans","Achromobacter xylosoxidans","Bacteria","G-","无色杆菌属","木糖氧化无色杆菌","广泛存在于自然及医院环境中,是少见的社区和医院获得性病原菌,近年来逐渐被认为是肺囊性纤维化、免疫系统受损以及患有慢性基础疾病患者的常见致病菌,并可引起广泛的临床感染症状。"
"73",122368,0.0201062215477997,53,53,"S","Cercospora beticola","Cercospora beticola","Eukaryota","fun","","菠菜叶斑病","菠菜叶斑病"
"74",137732,0.00328480776409108,88,88,"S","Granulicatella elegans","Granulicatella elegans","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"75",143232,0.0106221547799697,28,28,"S","Vanrija pseudolonga","Vanrija pseudolonga","Eukaryota",NA,NA,NA,NA
"76",147802,0.00798805524449421,214,214,"S","Lactobacillus iners","Lactobacillus iners","Bacteria",NA,NA,NA,NA
"77",158836,0.000970511384845091,26,26,"S","Enterobacter hormaechei","Enterobacter hormaechei","Bacteria","G-","肠杆菌属","霍氏肠杆菌","0"
"78",162156,0.000559910414333707,15,15,"S","uncultured Bacteroides sp.","uncultured Bacteroides sp.","Bacteria",NA,NA,NA,NA
"79",169480,0.00787607316162747,211,211,"S","Rothia amarae","Rothia amarae","Bacteria",NA,NA,NA,NA
"80",170573,0.000746547219111609,20,20,"S","Staphylococcus pettenkoferi","Staphylococcus pettenkoferi","Bacteria","G+","葡萄球菌属","0","S pettenkoferi是凝固酶阴性葡萄球菌。2002年首次被分离，已报道该菌引起骨髓炎、菌血症、"
"81",172042,0.00507652108995894,136,136,"S","Rothia aeria","Rothia aeria","Bacteria","G+","罗氏菌属","0","Rothia aeria 属于罗氏菌属。较罕见引起人类感染。当人体免疫力低下时，可引起菌血症、颈部脓肿、呼吸道感染、脓毒性关节炎、感染性心内膜炎。"
"82",181124,0.00796661608497724,21,21,"S","Marasmius oreades","Marasmius oreades","Eukaryota",NA,NA,NA,NA
"83",195105,0.00347144456886898,93,93,"S","Haematobacter massiliensis","Haematobacter massiliensis","Bacteria",NA,NA,NA,NA
"84",199306,0.0106221547799697,28,28,"S","Coccidioides posadasii","Coccidioides posadasii","Eukaryota","fun","粗球孢子菌属","波萨球孢子菌","球孢子菌属的一种，导致球孢子菌病（溪谷热）的另一种病原（最常见的是粗球孢子菌），该病在美国西南部、墨西哥等地流行，引起人或动物原发性皮肤感染，并可引起肺部、脑膜等病症。"
"85",200991,0.000597237775289287,16,16,"S","Planococcus rifietoensis","Planococcus rifietoensis","Bacteria","0","动性球菌属","莱比托游动球菌","无人类致病性报道。"
"86",223818,0.0371775417298938,98,98,"S","Malassezia japonica","Malassezia japonica","Eukaryota",NA,NA,NA,NA
"87",280036,0.00455235204855842,12,12,"S","Sporisorium graminicola","Sporisorium graminicola","Eukaryota",NA,NA,NA,NA
"88",307486,0.00108249346771183,29,29,"S","Tepidimonas taiwanensis","Tepidimonas taiwanensis","Bacteria",NA,NA,NA,NA
"89",362257,0.0068682344158268,184,184,"S","Streptomyces vietnamensis","Streptomyces vietnamensis","Bacteria","G+","链霉菌属","粤蓝链霉菌","无致病性报道。"
"90",387090,0.00156774916013438,42,42,"S","Phocaeicola coprophilus","Phocaeicola coprophilus","Bacteria",NA,NA,NA,NA
"91",424800,0.00507652108995894,136,136,"S","Sphingomonas insulae","Sphingomonas insulae","Bacteria",NA,NA,NA,NA
"92",456999,0.0212443095599393,56,56,"S","Rhizoctonia solani","Rhizoctonia solani","Eukaryota",NA,NA,NA,NA
"93",467094,0.000447928331466965,12,12,"S","Ilumatobacter coccineus","Ilumatobacter coccineus","Bacteria","G-","0","0","可用于生产新型的ω0转氨酶的细菌。"
"94",477697,0.00727883538633819,195,195,"S","Streptomyces sp. T12","Streptomyces sp. T12","Bacteria",NA,NA,NA,NA
"95",558537,0.00328480776409108,88,88,"S","Delftia lacustris","Delftia lacustris","Bacteria",NA,NA,NA,NA
"96",563996,0.0100410600970511,269,269,"S","Sphingomonas hankookensis","Sphingomonas hankookensis","Bacteria",NA,NA,NA,NA
"97",570505,0.00253826054497947,68,68,"S","Methylobacterium bullatum","Methylobacterium bullatum","Bacteria",NA,NA,NA,NA
"98",574650,0.00175438596491228,47,47,"S","Micrococcus terreus","Micrococcus terreus","Bacteria",NA,NA,NA,NA
"99",642780,0.00179171332586786,48,48,"S","Nocardioides scoriae","Marmoricola scoriae","Bacteria","0","大理石雕菌属","0","韩国济州岛处的火山灰中分离出来的细菌，革兰阳性，需氧，是一种放线菌。"
"100",712435,0.00242627846211273,65,65,"S","Porphyromonas sp. oral taxon 275","Porphyromonas sp. oral taxon 275","Bacteria",NA,NA,NA,NA
"101",1047171,0.0147951441578149,39,39,"S","Zymoseptoria tritici","Zymoseptoria tritici","Eukaryota","fun","","小麦真菌类病原菌","小麦真菌类病原菌"
"102",1159556,0.0185887708649469,49,49,"S","Ustilaginoidea virens","Ustilaginoidea virens","Eukaryota",NA,NA,NA,NA
"103",1182568,0.00100783874580067,27,27,"S","Deinococcus puniceus","Deinococcus puniceus","Bacteria","0","异常球菌属","0","0"
"104",1296669,0.000746547219111609,20,20,"S","Aquabacterium olei","Aquabacterium olei","Bacteria",NA,NA,NA,NA
"105",1324352,0.00294886151549085,79,79,"S","Chryseobacterium gallinarum","Chryseobacterium gallinarum","Bacteria","G-","金黄杆菌属","","金黄杆菌属菌种，在德国从鸡中分离出来，革兰阴性，棒状。"
"106",1411621,0.0019036954087346,51,51,"S","Hymenobacter sedentarius","Hymenobacter sedentarius","Bacteria","G-","薄层菌属","0","0"
"107",1464011,0.0115341545352744,309,309,"S","[Kitasatospora] papulosa","[Kitasatospora] papulosa","Bacteria",NA,NA,NA,NA
"108",1528099,0.00160507652108996,43,43,"S","Lawsonella clevelandensis","Lawsonella clevelandensis","Bacteria","G+","0","0","从人类脓肿中分离出的革兰氏阳性,厌氧多形性细菌。"
"109",1538553,0.00212765957446809,57,57,"S","Methylomonas denitrificans","Methylomonas denitrificans","Bacteria","G-","甲基单胞菌属","0","革兰氏阴性，好氧甲烷氧化型菌。"
"110",1715989,0.000933184023889511,25,25,"S","Candidatus Nitrospira inopinata","Candidatus Nitrospira inopinata","Bacteria","0","候选属","0","0"
"111",1736675,0.0013437849944009,36,36,"S","Devosia sp. A16","Devosia sp. A16","Bacteria","0","0","0","0"
"112",1758194,0.0013437849944009,36,36,"S","Achromobacter sp. AONIH1","Achromobacter sp. AONIH1","Bacteria",NA,NA,NA,NA
"113",1894999,0.00138111235535648,37,37,"S","Enhydrobacter sp.","Enhydrobacter sp.","Bacteria",NA,NA,NA,NA
"114",1936990,0.000783874580067189,21,21,"S","Nitrospira sp. KM1","Nitrospira sp. KM1","Bacteria",NA,NA,NA,NA
"115",2017486,0.00466592011944755,125,125,"S","Nocardioides sp. S5","Nocardioides sp. S5","Bacteria",NA,NA,NA,NA
"116",2020962,0.0330045523520486,87,87,"S","Malassezia vespertilionis","Malassezia vespertilionis","Eukaryota",NA,NA,NA,NA
"117",2060973,0.0292109256449165,77,77,"S","Purpureocillium takamizusanense","Purpureocillium takamizusanense","Eukaryota",NA,NA,NA,NA
"118",2093780,0.0144157814871017,38,38,"S","Podospora pseudopauciseta","Podospora pseudopauciseta","Eukaryota",NA,NA,NA,NA
"119",2133944,0.0032474804031355,87,87,"S","Pseudoprevotella muciniphila","Pseudoprevotella muciniphila","Bacteria",NA,NA,NA,NA
"120",2202825,0.00451661067562523,121,121,"S","Methylobacterium durans","Methylobacterium durans","Bacteria",NA,NA,NA,NA
"121",2231603,0.078907435508346,208,208,"S","Akanthomyces muscarius","Akanthomyces muscarius","Eukaryota",NA,NA,NA,NA
"122",2305220,0.00272489734975737,73,73,"S","Streptomyces sp. W1SF4","Streptomyces sp. W1SF4","Bacteria",NA,NA,NA,NA
"123",2518605,0.00082120194102277,22,22,"S","Segatella hominis","Prevotella hominis","Bacteria",NA,NA,NA,NA
"124",2528021,0.00082120194102277,22,22,"S","Anatilimnocola aggregata","Anatilimnocola aggregata","Bacteria",NA,NA,NA,NA
