"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"27",1396,0.00965610162966765,301,301,"S","Bacillus cereus","Bacillus cereus","Bacteria","G+","芽胞杆菌属","蜡样芽胞杆菌","蜡样芽胞杆菌引起的细菌性食物中毒比较常见。该菌进入体内后产生耐热和不耐热两种毒素，分别导致呕吐型和腹泻型两类症状。血流感染少见，可并发混合感染包括手术切口感染或肿瘤坏死继发感染；脑膜炎，脑脓肿少见，可由于耳炎，乳突炎，神经外科手术，脑室腹腔分流术并发；眼部感染为创伤后眼内炎的首要致病菌，也可导致角膜炎，眶周脓肿，结膜炎和泪囊炎；心内膜炎为静脉注射吸毒人群罕见的并发症，三尖瓣感染性心内膜炎多为惰性病程；软组织感染为罕见筋膜炎；肺炎为免疫功能受损宿主出现的罕见病原菌，临床表现为炭疽肺炎。"
"28",1452,0.00128320287437444,40,40,"S","Bacillus atrophaeus","Bacillus atrophaeus","Bacteria","G+","芽孢杆菌属","萎缩芽孢杆菌","0"
"29",1660,0.00153984344924933,48,48,"S","Schaalia odontolytica","Schaalia odontolytica","Bacteria","0","0","0","无人类致病性报道。"
"30",1705,0.000705761580905941,22,22,"S","Corynebacterium stationis","Corynebacterium stationis","Bacteria","G+","棒状杆菌属","停滞棒状杆菌","目前无致病性报道。"
"31",1747,0.106890799435391,3332,3332,"S","Cutibacterium acnes","Cutibacterium acnes","Bacteria","G+","丙酸杆菌属","痤疮丙酸杆菌","痤疮丙酸杆菌是一种革兰染色阳性的厌氧短杆菌，细胞内寄生，属于皮肤的正常菌群，一般寄居在皮肤的毛囊及皮脂腺中。随着青少年的发育成熟，毛囊口出现角栓，皮脂腺分泌功能也明显增加，因皮脂含有较多脂肪酸等成分，适合P. acnes的生长及繁殖，从而成为痤疮最主要的病因之一。"
"32",1774,0.00272680610804568,85,85,"S","Mycobacteroides chelonae","Mycobacteroides chelonae","Bacteria","G+","分枝杆菌属","龟分枝杆菌","通常可能会导致软组织感染，包括免疫力正常和免疫力低下病人的手术后或深部感染0播散，龟分枝杆菌可能是病原体也可能是环境污染物。社区获得性感染（蜂窝组织炎，脓肿，骨髓炎）可能会发生或者在医疗操作后发生在免疫功能正常的人身上（在软组织创伤如机动车相撞后偶发分枝杆菌更有可能是病原体）。皮肤疾病一般发生在使用皮质类固醇的免疫抑制患者身上，导管相关性感染（最常见的静脉留置针，也有报道血液透析分流和慢性腹膜透析导管），LASIK术后的角膜炎越来越多的报道。"
"33",1828,0.00166816373668677,52,52,"S","Rhodococcoides fascians","Rhodococcus fascians","Bacteria","G+","红球菌属","束红球菌","束红球菌为植物致病菌。"
"34",1906,0.00160400359296805,50,50,"S","Streptomyces fradiae","Streptomyces fradiae","Bacteria",NA,NA,NA,NA
"35",2041,0.00208520467085846,65,65,"S","Aeromicrobium erythreum","Aeromicrobium erythreum","Bacteria","G+","气微菌属","红霉素气微菌","0"
"36",4932,0.016754270696452,51,51,"S","Saccharomyces cerevisiae","Saccharomyces cerevisiae","Eukaryota","fun","酵母属","酿酒酵母","酿酒酵母在环境中普遍存在，也是胃肠道和皮肤的正常菌群。但它也可致免疫缺陷患者真菌血症、心内膜炎、腹膜炎及播散性感染。"
"37",5454,0.0177398160315375,54,54,"S","Ascochyta rabiei","Ascochyta rabiei","Eukaryota",NA,NA,NA,NA
"38",5499,0.00886990801576873,27,27,"S","Fulvia fulva","Fulvia fulva","Eukaryota",NA,NA,NA,NA
"39",5507,0.0624178712220762,190,190,"S","Fusarium oxysporum","Fusarium oxysporum","Eukaryota","fun","镰刀菌属","尖孢镰刀菌","常由外伤接种引起人类角膜炎症、眼内、足菌肿，以及甲板、黏膜、皮肤和皮下组织感染，免疫力下降时可引起脑、心、肺等深部感染，甚至真菌血症。"
"40",5866,0.00459921156373193,14,14,"S","Babesia bigemina","Babesia bigemina","Eukaryota","par","Babesia","双芽巴贝虫","牛双芽巴贝虫病"
"41",27350,0.00919842312746386,28,28,"S","Puccinia striiformis","Puccinia striiformis","Eukaryota",NA,NA,NA,NA
"42",28037,0.00198896445528038,62,62,"S","Streptococcus mitis","Streptococcus mitis","Bacteria","G+","链球菌属","缓症链球菌","是缓症链球菌群中一种，是人类口腔常见的正常菌群，主要分布于颊、腭粘膜。在集体免疫力低下时，可引起心内膜炎、前列腺炎等。"
"43",28119,0.00157192352110869,49,49,"S","Bacteroides zoogleoformans","Bacteroides zoogleoformans","Bacteria","G-","拟杆菌属","动胶拟杆菌","0"
"44",28125,0.0013152829462338,41,41,"S","Prevotella bivia","Prevotella bivia","Bacteria","G-","普雷沃菌属","双路普雷沃菌","普雷沃菌属(Prevotella)是近年来从类杆菌属中分出的一个新菌属，最常见的是产黑色素普雷沃菌（P.melaninogenica）。主要集聚于正常人体的口腔、女性生殖道等部位，组成这些部位的正常菌群，仅次于脆弱类杆菌。它是临床上较常见的一种条件致病菌，可引起这些部位的内源性感染，女性生殖道及口腔感染多见，与结缔组织的分解有关。"
"45",28127,0.000866161940202746,27,27,"S","Hoylesella buccalis","Hoylesella buccalis","Bacteria",NA,NA,NA,NA
"46",28202,0.000769921724624663,24,24,"S","Peredibacter starrii","Peredibacter starrii","Bacteria",NA,NA,NA,NA
"47",28901,0.0681380726292827,2124,2124,"S","Salmonella enterica","Salmonella enterica","Bacteria","G-","沙门氏菌属","肠沙门氏菌","一种杆状鞭毛虫兼性需氧革兰氏阴性细菌，它的一些血清是严重的人类病原体。大多数沙门氏菌病是由感染了肠溶链球菌的食物引起的，肠溶链球菌经常感染牛和家禽，尽管其他动物如家猫和仓鼠也被证明是人类感染的来源"
"48",29388,0.000898242012062107,28,28,"S","Staphylococcus capitis","Staphylococcus capitis","Bacteria","G+","葡萄球菌属","头状葡萄球菌","头状葡萄球菌属凝固酶阴性葡萄球菌，既是人类皮肤正常的菌群，又是一种条件致病菌，可引起皮肤软组织感染、血流感染等感染性疾病。"
"49",29394,0.000769921724624663,24,24,"S","Dolosigranulum pigrum","Dolosigranulum pigrum","Bacteria",NA,NA,NA,NA
"50",29447,0.00109072244321827,34,34,"S","Xanthomonas albilineans","Xanthomonas albilineans","Bacteria","G-","黄单胞菌属","甘蔗鳞斑病黄单胞菌","植物病原菌"
"51",32062,0.00144360323367124,45,45,"S","Deinococcus radiophilus","Deinococcus radiophilus","Bacteria",NA,NA,NA,NA
"52",33010,0.00102656229949955,32,32,"S","Cutibacterium avidum","Cutibacterium avidum","Bacteria","0","0","","原属于丙酸杆菌（Propionibacterium）属，是存在于人类皮肤的一种细菌，具有少见的机会致病性，可导致表面，深部，侵袭性感染，包括但不限于乳房感染，皮肤脓肿，感染性心内膜炎，假体感染和器械相关感染。"
"53",33011,0.00378544847940459,118,118,"S","Cutibacterium granulosum","Cutibacterium granulosum","Bacteria","0","0","","原为丙酸杆菌（Propionibacterium）属的颗粒丙酸杆菌（Propionibacterium granulosum），寄生于皮肤，具有机会致病性，可导致罕见的感染性心内膜炎，假体感染等。"
"54",34062,0.00256640574874888,80,80,"S","Moraxella osloensis","Moraxella osloensis","Bacteria","G-","莫拉菌属","奥斯陆莫拉菌","是存在于人和动物黏膜上的正常菌群,为条件致病菌,很少致病,可引起肺炎、结膜炎、脑膜炎、脑脓肿、心内膜炎、心包炎等。"
"55",36651,0.0627463863337714,191,191,"S","Penicillium digitatum","Penicillium digitatum","Eukaryota","fun","青霉属","指状青霉菌","一种植物病原真菌，主要感染柑橘、苹果，通过局部调节柑橘、苹果的PH来增强其毒力，腐蚀果实时会导致其PH下降。"
"56",37332,0.00067368150904658,21,21,"S","Nocardia seriolae","Nocardia seriolae","Bacteria","G+","诺卡氏菌属","鲥鱼脾脏诺卡氏菌","0"
"57",38304,0.00250224560503016,78,78,"S","Corynebacterium tuberculostearicum","Corynebacterium tuberculostearicum","Bacteria",NA,NA,NA,NA
"58",39488,0.00144360323367124,45,45,"S","Anaerobutyricum hallii","Anaerobutyricum hallii","Bacteria","0","真杆菌属","霍氏真杆菌","0"
"59",40214,0.0018927242397023,59,59,"S","Acinetobacter johnsonii","Acinetobacter johnsonii","Bacteria","G-","不动杆菌属","约翰逊不动杆菌","是不动杆菌属菌种，有机会致病性。"
"60",40324,0.00856537918644938,267,267,"S","Stenotrophomonas maltophilia","Stenotrophomonas maltophilia","Bacteria","G-","寡养单胞菌属","嗜麦芽糖寡养单胞菌","嗜麦芽寡养单胞菌是重要的医源性感染菌。其中易感因素包括：体弱，免疫功能低下，外伤，插管，手术，移植，使用呼吸机等。寡养单胞菌属为条件致病菌，主要引起院内感染，最常见的是：呼吸道感染、尿道感染、伤口感染，也可引起脑膜炎、菌血症、医源性败血症、心内膜炎等。引起本菌定植和感染的危险因素有：机械通气、广谱抗生素的预防性应用、化疗、插管和中性粒细胞减少等。"
"61",40559,0.0239816031537451,73,73,"S","Botrytis cinerea","Botrytis cinerea","Eukaryota","fun","葡萄球菌属","灰葡萄孢菌","一种植物致病菌，无人类致病性报道，可侵染多钟植物的幼苗、果实。"
"62",42253,0.0041062491979982,128,128,"S","Nitrospira moscoviensis","Nitrospira moscoviensis","Bacteria","0","硝化螺菌属","0","0"
"63",43675,0.00757089695880919,236,236,"S","Rothia mucilaginosa","Rothia mucilaginosa","Bacteria","G+","罗氏菌属","黏液罗氏菌","黏液罗氏菌是存在于人口腔中的正常菌群，也是一种机会致病菌。已报道该菌导致脑膜炎、心内膜炎、肺炎、菌血症等。"
"64",43765,0.00545361221609136,170,170,"S","Corynebacterium amycolatum","Corynebacterium amycolatum","Bacteria",NA,NA,NA,NA
"65",45972,0.000577441293468497,18,18,"S","Staphylococcus pasteuri","Staphylococcus pasteuri","Bacteria","G+","葡萄球菌属","巴氏葡萄球菌","巴氏葡萄球菌为凝固酶阴性葡萄球菌，广泛存在于自然界中，有关该菌造成人类感染的病例较少，造成菌血症、心内膜炎。"
"66",46124,0.000769921724624663,24,24,"S","Granulicatella adiacens","Granulicatella adiacens","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"67",46507,0.000481201077890414,15,15,"S","Ezakiella coagulans","Ezakiella coagulans","Bacteria",NA,NA,NA,NA
"68",47671,0.00141152316181188,44,44,"S","Lautropia mirabilis","Lautropia mirabilis","Bacteria",NA,NA,NA,NA
"69",47770,0.00253432567688952,79,79,"S","Lactobacillus crispatus","Lactobacillus crispatus","Bacteria","G+","乳杆菌属","卷曲乳杆菌","普遍认为这种细菌分泌的乳酸改善阴道PH，抑制病原。"
"70",52227,0.000962402155780829,30,30,"S","Prevotella dentalis","Prevotella dentalis","Bacteria","G-","普雷沃菌属","齿状普雷沃菌","普雷沃菌属(Prevotella)是近年来从类杆菌属中分出的一个新菌属，最常见的是产黑色素普雷沃菌（P.melaninogenica）。主要集聚于正常人体的口腔、女性生殖道等部位，组成这些部位的正常菌群，仅次于脆弱类杆菌。它是临床上较常见的一种条件致病菌，可引起这些部位的内源性感染，女性生殖道及口腔感染多见，与结缔组织的分解有关。"
"71",54005,0.000962402155780829,30,30,"S","Peptoniphilus harei","Peptoniphilus harei","Bacteria",NA,NA,NA,NA
"72",54291,0.000513281149749775,16,16,"S","Raoultella ornithinolytica","Raoultella ornithinolytica","Bacteria","PMID: 26921549.Seng P, Boushab BM, Romain F,et al.Emerging role of Raoultella ornithinolytica in human infections: a series of cases and review of the literature.Int J Infect Dis. 2016 Apr;45:65-71. doi: 10.10160j.ijid.2016.02.014. Epub 2016 Feb 24.","兰奥尔菌属","解鸟氨酸兰奥尔菌","兰奥尔菌属可从水、土壤、植物中分离，偶尔从哺乳动物黏膜，包括人类标本中分离到。在免疫力低下人群中由于侵入性操作等可发生感染。"
"73",61592,0.000449121006031054,14,14,"S","Corynebacterium durum","Corynebacterium durum","Bacteria","G+","棒状杆菌属","硬质小麦棒杆菌","硬质小麦棒杆菌到目前为止仅在人呼吸道样本中分离得到。目前无致病性报道。"
"74",61645,0.000705761580905941,22,22,"S","Enterobacter asburiae","Enterobacter asburiae","Bacteria","G-","肠杆菌属","阿氏肠杆菌","肠杆菌属菌种，该菌属于阴沟肠杆菌复合群，可导致医院内血液感染。"
"75",67260,0.0128641088156037,401,401,"S","Streptomyces cinereoruber","Streptomyces cinereoruber","Bacteria",NA,NA,NA,NA
"76",68892,0.000449121006031054,14,14,"S","Streptococcus infantis","Streptococcus infantis","Bacteria",NA,NA,NA,NA
"77",69781,0.0157687253613666,48,48,"S","Penicillium oxalicum","Penicillium oxalicum","Eukaryota",NA,NA,NA,NA
"78",71999,0.0099448222764019,310,310,"S","Kocuria palustris","Kocuria palustris","Bacteria","G+","考克氏菌属","沼泽考克氏菌","革兰氏阳性，有从乳糜泻患者十二指肠中分离出来。"
"79",76123,0.00153984344924933,48,48,"S","Hoylesella enoeca","Hoylesella enoeca","Bacteria",NA,NA,NA,NA
"80",76775,0.496714848883049,1512,1512,"S","Malassezia restricta","Malassezia restricta","Eukaryota","fun","马拉色菌属","限制性马拉色菌","在一些早产儿或免疫抑制人群中，厚皮马拉色菌以及一些嗜脂性的马拉色菌还可导致系统感染，如菌血症、间质性肺炎等。"
"81",80866,0.00497241113820095,155,155,"S","Delftia acidovorans","Delftia acidovorans","Bacteria","0","代尔夫特菌属","食酸戴尔福特菌","戴尔福特菌属菌种，是环境细菌，革兰阴性，需氧。具有很罕见的机会致病性，主要感染对象是住院或免疫功能低下患者，也可感染免疫功能正常者，可造成肺炎，尿路感染等。"
"82",85698,0.00439496984473245,137,137,"S","Achromobacter xylosoxidans","Achromobacter xylosoxidans","Bacteria","G-","无色杆菌属","木糖氧化无色杆菌","广泛存在于自然及医院环境中,是少见的社区和医院获得性病原菌,近年来逐渐被认为是肺囊性纤维化、免疫系统受损以及患有慢性基础疾病患者的常见致病菌,并可引起广泛的临床感染症状。"
"83",98403,0.011826544021025,36,36,"S","Drechmeria coniospora","Drechmeria coniospora","Eukaryota","fun",NA,"圆锥掘氏梅里霉","是一种专性内寄生食线虫真菌"
"84",122368,0.0180683311432326,55,55,"S","Cercospora beticola","Cercospora beticola","Eukaryota","fun","","菠菜叶斑病","菠菜叶斑病"
"85",137732,0.00269472603618632,84,84,"S","Granulicatella elegans","Granulicatella elegans","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"86",143232,0.00788436268068331,24,24,"S","Vanrija pseudolonga","Vanrija pseudolonga","Eukaryota",NA,NA,NA,NA
"87",147802,0.00631977415629411,197,197,"S","Lactobacillus iners","Lactobacillus iners","Bacteria",NA,NA,NA,NA
"88",158836,0.00128320287437444,40,40,"S","Enterobacter hormaechei","Enterobacter hormaechei","Bacteria","G-","肠杆菌属","霍氏肠杆菌","0"
"89",162156,0.000481201077890414,15,15,"S","uncultured Bacteroides sp.","uncultured Bacteroides sp.","Bacteria",NA,NA,NA,NA
"90",169480,0.00676889516232516,211,211,"S","Rothia amarae","Rothia amarae","Bacteria",NA,NA,NA,NA
"91",170573,0.00067368150904658,21,21,"S","Staphylococcus pettenkoferi","Staphylococcus pettenkoferi","Bacteria","G+","葡萄球菌属","0","S pettenkoferi是凝固酶阴性葡萄球菌。2002年首次被分离，已报道该菌引起骨髓炎、菌血症、"
"92",172042,0.0046836904914667,146,146,"S","Rothia aeria","Rothia aeria","Bacteria","G+","罗氏菌属","0","Rothia aeria 属于罗氏菌属。较罕见引起人类感染。当人体免疫力低下时，可引起菌血症、颈部脓肿、呼吸道感染、脓毒性关节炎、感染性心内膜炎。"
"93",180282,0.00176440395226485,55,55,"S","Delftia tsuruhatensis","Delftia tsuruhatensis","Bacteria","0","代尔夫特菌属","0","0"
"94",181124,0.00591327201051248,18,18,"S","Marasmius oreades","Marasmius oreades","Eukaryota",NA,NA,NA,NA
"95",181762,0.00394218134034166,12,12,"S","Psilocybe cubensis","Psilocybe cubensis","Eukaryota",NA,NA,NA,NA
"96",195105,0.00282304632362377,88,88,"S","Haematobacter massiliensis","Haematobacter massiliensis","Bacteria",NA,NA,NA,NA
"97",199306,0.009526938239159,29,29,"S","Coccidioides posadasii","Coccidioides posadasii","Eukaryota","fun","粗球孢子菌属","波萨球孢子菌","球孢子菌属的一种，导致球孢子菌病（溪谷热）的另一种病原（最常见的是粗球孢子菌），该病在美国西南部、墨西哥等地流行，引起人或动物原发性皮肤感染，并可引起肺部、脑膜等病症。"
"98",200991,0.000545361221609136,17,17,"S","Planococcus rifietoensis","Planococcus rifietoensis","Bacteria","0","动性球菌属","莱比托游动球菌","无人类致病性报道。"
"99",223818,0.0338370565045992,103,103,"S","Malassezia japonica","Malassezia japonica","Eukaryota",NA,NA,NA,NA
"100",244366,0.000769921724624663,24,24,"S","Klebsiella variicola","Klebsiella variicola","Bacteria","G-","克雷伯菌属","变栖克雷伯菌","变栖克雷伯菌与许多不同的植物相关，包括香蕉树，甘蔗，并且已经从叶蚂蚁的真菌园中分离出来。一些菌株与人类疾病有关，这表明它们可能成为人类的机会性病原体。K. variicola也是从患有牛乳腺炎的奶牛中分离出来的。"
"101",280036,0.00328515111695138,10,10,"S","Sporisorium graminicola","Sporisorium graminicola","Eukaryota",NA,NA,NA,NA
"102",307486,0.000834081868343385,26,26,"S","Tepidimonas taiwanensis","Tepidimonas taiwanensis","Bacteria",NA,NA,NA,NA
"103",332249,0.000352880790452971,11,11,"S","Truepera radiovictrix","Truepera radiovictrix","Bacteria","G+","0","0","Truepera radiovictrix 分离自环境中，目前无致病性报道。"
"104",362257,0.00484409085076351,151,151,"S","Streptomyces vietnamensis","Streptomyces vietnamensis","Bacteria","G+","链霉菌属","粤蓝链霉菌","无致病性报道。"
"105",387090,0.0014756833055306,46,46,"S","Phocaeicola coprophilus","Phocaeicola coprophilus","Bacteria",NA,NA,NA,NA
"106",424800,0.00346464776081098,108,108,"S","Sphingomonas insulae","Sphingomonas insulae","Bacteria",NA,NA,NA,NA
"107",454154,0.000545361221609136,17,17,"S","Paraprevotella clara","Paraprevotella clara","Bacteria",NA,NA,NA,NA
"108",456999,0.0187253613666229,57,57,"S","Rhizoctonia solani","Rhizoctonia solani","Eukaryota",NA,NA,NA,NA
"109",467094,0.000449121006031054,14,14,"S","Ilumatobacter coccineus","Ilumatobacter coccineus","Bacteria","G-","0","0","可用于生产新型的ω0转氨酶的细菌。"
"110",477697,0.00718593609649686,224,224,"S","Streptomyces sp. T12","Streptomyces sp. T12","Bacteria",NA,NA,NA,NA
