"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"50",33889,0.000851872481242423,26,26,"S","Brevibacterium casei","Brevibacterium casei","Bacteria",NA,NA,NA,NA
"51",34062,0.0033091969463648,101,101,"S","Moraxella osloensis","Moraxella osloensis","Bacteria","G-","莫拉菌属","奥斯陆莫拉菌","是存在于人和动物黏膜上的正常菌群,为条件致病菌,很少致病,可引起肺炎、结膜炎、脑膜炎、脑脓肿、心内膜炎、心包炎等。"
"52",36651,0.00501138952164009,22,22,"S","Penicillium digitatum","Penicillium digitatum","Eukaryota","fun","青霉属","指状青霉菌","一种植物病原真菌，主要感染柑橘、苹果，通过局部调节柑橘、苹果的PH来增强其毒力，腐蚀果实时会导致其PH下降。"
"53",38284,0.00121228006946037,37,37,"S","Corynebacterium accolens","Corynebacterium accolens","Bacteria","G+","棒状杆菌属","拥挤棒杆菌","拥挤棒杆菌罕见引起骨髓炎。"
"54",38289,0.000491464893024475,15,15,"S","Corynebacterium jeikeium","Corynebacterium jeikeium","Bacteria","G+","棒状杆菌属","杰氏棒杆菌","棒状杆菌属菌种，革兰阳性，有机会致病性，是临床上常见的棒状杆菌之一，可引起各种感染，如心内膜炎，菌血症，脓胸，肺部感染等，免疫功能受损的患者易感染。"
"55",38290,0.001245044395662,38,38,"S","Corynebacterium macginleyi","Corynebacterium macginleyi","Bacteria",NA,NA,NA,NA
"56",38304,0.00452147701582517,138,138,"S","Corynebacterium tuberculostearicum","Corynebacterium tuberculostearicum","Bacteria",NA,NA,NA,NA
"57",40214,0.00481635595163985,147,147,"S","Acinetobacter johnsonii","Acinetobacter johnsonii","Bacteria","G-","不动杆菌属","约翰逊不动杆菌","是不动杆菌属菌种，有机会致病性。"
"58",40215,0.000917401133645687,28,28,"S","Acinetobacter junii","Acinetobacter junii","Bacteria","G-","不动杆菌属","琼氏不动杆菌","是不动杆菌属菌种，有机会致病性。"
"59",40324,0.00599587169489859,183,183,"S","Stenotrophomonas maltophilia","Stenotrophomonas maltophilia","Bacteria","G-","寡养单胞菌属","嗜麦芽糖寡养单胞菌","嗜麦芽寡养单胞菌是重要的医源性感染菌。其中易感因素包括：体弱，免疫功能低下，外伤，插管，手术，移植，使用呼吸机等。寡养单胞菌属为条件致病菌，主要引起院内感染，最常见的是：呼吸道感染、尿道感染、伤口感染，也可引起脑膜炎、菌血症、医源性败血症、心内膜炎等。引起本菌定植和感染的危险因素有：机械通气、广谱抗生素的预防性应用、化疗、插管和中性粒细胞减少等。"
"60",40559,0.00888382687927107,39,39,"S","Botrytis cinerea","Botrytis cinerea","Eukaryota","fun","葡萄球菌属","灰葡萄孢菌","一种植物致病菌，无人类致病性报道，可侵染多钟植物的幼苗、果实。"
"61",42253,0.000753579502637528,23,23,"S","Nitrospira moscoviensis","Nitrospira moscoviensis","Bacteria","0","硝化螺菌属","0","0"
"62",43675,0.00370236886078438,113,113,"S","Rothia mucilaginosa","Rothia mucilaginosa","Bacteria","G+","罗氏菌属","黏液罗氏菌","黏液罗氏菌是存在于人口腔中的正常菌群，也是一种机会致病菌。已报道该菌导致脑膜炎、心内膜炎、肺炎、菌血症等。"
"63",43768,0.000491464893024475,15,15,"S","Corynebacterium matruchotii","Corynebacterium matruchotii","Bacteria","G+","棒状杆菌属","马氏棒杆菌","目前无致病性报道"
"64",43771,0.000524229219226107,16,16,"S","Corynebacterium urealyticum","Corynebacterium urealyticum","Bacteria","G+","棒状杆菌属","解脲棒杆菌","棒状杆菌属菌种，革兰阳性，亲脂性，脲酶阳性，多药耐药性，是一种医院的机会致病菌，可引起膀胱炎，肾盂肾炎，菌血症等。"
"65",44577,0.00117951574325874,36,36,"S","Nitrosomonas ureae","Nitrosomonas ureae","Bacteria","0","亚硝化单胞菌属","脲亚硝化单胞菌","0"
"66",45634,0.00262114609613053,80,80,"S","Streptococcus cristatus","Streptococcus cristatus","Bacteria","G+","链球菌属","嵴链球菌","嵴链链球菌是缓症链球菌群中一种，是人类口腔常见的正常菌群，主要分布于颊、腭粘膜。在集体免疫力低下时，可引起心内膜炎、前列腺炎等。"
"67",45972,0.000458700566822843,14,14,"S","Staphylococcus pasteuri","Staphylococcus pasteuri","Bacteria","G+","葡萄球菌属","巴氏葡萄球菌","巴氏葡萄球菌为凝固酶阴性葡萄球菌，广泛存在于自然界中，有关该菌造成人类感染的病例较少，造成菌血症、心内膜炎。"
"68",46124,0.000556993545427738,17,17,"S","Granulicatella adiacens","Granulicatella adiacens","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"69",47671,0.00212968120310606,65,65,"S","Lautropia mirabilis","Lautropia mirabilis","Bacteria",NA,NA,NA,NA
"70",47770,0.00547164247567249,167,167,"S","Lactobacillus crispatus","Lactobacillus crispatus","Bacteria","G+","乳杆菌属","卷曲乳杆菌","普遍认为这种细菌分泌的乳酸改善阴道PH，抑制病原。"
"71",54005,0.000688050850234265,21,21,"S","Peptoniphilus harei","Peptoniphilus harei","Bacteria",NA,NA,NA,NA
"72",56689,0.00170374496248485,52,52,"S","Mycolicibacterium mucogenicum","Mycolicibacterium mucogenicum","Bacteria",NA,NA,NA,NA
"73",59779,0.00203138822450116,62,62,"S","Paracoccus marcusii","Paracoccus marcusii","Bacteria",NA,NA,NA,NA
"74",61592,0.001245044395662,38,38,"S","Corynebacterium durum","Corynebacterium durum","Bacteria","G+","棒状杆菌属","硬质小麦棒杆菌","硬质小麦棒杆菌到目前为止仅在人呼吸道样本中分离得到。目前无致病性报道。"
"75",69781,0.00797266514806378,35,35,"S","Penicillium oxalicum","Penicillium oxalicum","Eukaryota",NA,NA,NA,NA
"76",71999,0.013433373742669,410,410,"S","Kocuria palustris","Kocuria palustris","Bacteria","G+","考克氏菌属","沼泽考克氏菌","革兰氏阳性，有从乳糜泻患者十二指肠中分离出来。"
"77",76775,0.821412300683371,3606,3606,"S","Malassezia restricta","Malassezia restricta","Eukaryota","fun","马拉色菌属","限制性马拉色菌","在一些早产儿或免疫抑制人群中，厚皮马拉色菌以及一些嗜脂性的马拉色菌还可导致系统感染，如菌血症、间质性肺炎等。"
"78",80866,0.00360407588217948,110,110,"S","Delftia acidovorans","Delftia acidovorans","Bacteria","0","代尔夫特菌属","食酸戴尔福特菌","戴尔福特菌属菌种，是环境细菌，革兰阴性，需氧。具有很罕见的机会致病性，主要感染对象是住院或免疫功能低下患者，也可感染免疫功能正常者，可造成肺炎，尿路感染等。"
"79",80878,0.00153992333147669,47,47,"S","Acidovorax temperans","Acidovorax temperans","Bacteria","G-","食酸菌属","中等食酸菌","广泛存在于土壤，水和植物中，可从临床标本中分离"
"80",85698,0.00219520985550932,67,67,"S","Achromobacter xylosoxidans","Achromobacter xylosoxidans","Bacteria","G-","无色杆菌属","木糖氧化无色杆菌","广泛存在于自然及医院环境中,是少见的社区和医院获得性病原菌,近年来逐渐被认为是肺囊性纤维化、免疫系统受损以及患有慢性基础疾病患者的常见致病菌,并可引起广泛的临床感染症状。"
"81",108980,0.00157268765767832,48,48,"S","Acinetobacter ursingii","Acinetobacter ursingii","Bacteria",NA,NA,NA,NA
"82",133453,0.000491464893024475,15,15,"S","Caldilinea aerophila","Caldilinea aerophila","Bacteria","G-","暖绳菌属","","暖蝇菌属菌种，从上流式污泥床反应器中分离，嗜热，革兰阴性，不形成孢子，多细胞，丝状。"
"83",137732,0.000753579502637528,23,23,"S","Granulicatella elegans","Granulicatella elegans","Bacteria","G+","0","0","颗粒链菌属是人口咽部，生殖系统和肠道内正常菌群，是条件致病菌。可引起感染性内膜炎及其他疾病。"
"84",147802,0.00396448347039743,121,121,"S","Lactobacillus iners","Lactobacillus iners","Bacteria",NA,NA,NA,NA
"85",165179,0.00078634382883916,24,24,"S","Segatella copri","Segatella copri","Bacteria",NA,NA,NA,NA
"86",172042,0.00324366829396153,99,99,"S","Rothia aeria","Rothia aeria","Bacteria","G+","罗氏菌属","0","Rothia aeria 属于罗氏菌属。较罕见引起人类感染。当人体免疫力低下时，可引起菌血症、颈部脓肿、呼吸道感染、脓毒性关节炎、感染性心内膜炎。"
"87",182096,0.0287015945330296,126,126,"S","Aspergillus chevalieri","Aspergillus chevalieri","Eukaryota",NA,NA,NA,NA
"88",199306,0.00432801822323462,19,19,"S","Coccidioides posadasii","Coccidioides posadasii","Eukaryota","fun","粗球孢子菌属","波萨球孢子菌","球孢子菌属的一种，导致球孢子菌病（溪谷热）的另一种病原（最常见的是粗球孢子菌），该病在美国西南部、墨西哥等地流行，引起人或动物原发性皮肤感染，并可引起肺部、脑膜等病症。"
"89",202956,0.000720815176435897,22,22,"S","Acinetobacter towneri","Acinetobacter towneri","Bacteria",NA,NA,NA,NA
"90",213418,0.00140886602667016,43,43,"S","uncultured Brevundimonas sp.","uncultured Brevundimonas sp.","Bacteria",NA,NA,NA,NA
"91",223818,0.0328018223234624,144,144,"S","Malassezia japonica","Malassezia japonica","Eukaryota",NA,NA,NA,NA
"92",225991,0.00101569411225058,31,31,"S","Comamonas aquatica","Comamonas aquatica","Bacteria","G-","丛毛单胞菌属","水生丛毛单胞菌","丛毛单胞菌属菌种，革兰阴性，氧化酶和过氧化氢酶阴性，对人具有罕见的机会致病性，可导致菌血症并发感染性休克。"
"93",269660,0.00222797418171095,68,68,"S","Methylobacterium brachiatum","Methylobacterium brachiatum","Bacteria",NA,NA,NA,NA
"94",283734,0.000556993545427738,17,17,"S","Staphylococcus pseudintermedius","Staphylococcus pseudintermedius","Bacteria","G+","葡萄球菌属","伪中间葡萄球菌（凝固酶阳性）","伪中间葡萄球菌不会引起人类感染，但是当宠物如犬、猫等动物受伤或生病，或者宠物主人身体免疫功能低下时，可引发感染"
"95",307486,0.00058975787162937,18,18,"S","Tepidimonas taiwanensis","Tepidimonas taiwanensis","Bacteria",NA,NA,NA,NA
"96",319706,0.0105173487107238,321,321,"S","Mycolicibacterium phocaicum","Mycolicibacterium phocaicum","Bacteria",NA,NA,NA,NA
"97",319707,0.000720815176435897,22,22,"S","Mycolicibacterium aubagnense","Mycolicibacterium aubagnense","Bacteria",NA,NA,NA,NA
"98",322509,0.000655286524032633,20,20,"S","Dietzia kunjamensis","Dietzia kunjamensis","Bacteria",NA,NA,NA,NA
"99",340268,0.00111398709085548,34,34,"S","Tardiphaga alba","Rhodopseudomonas sp. SK50-23","Bacteria",NA,NA,NA,NA
"100",356302,0.000819108155040792,25,25,"S","Chitinimonas koreensis","Chitinimonas koreensis","Bacteria",NA,NA,NA,NA
"101",376175,0.00425936240621212,130,130,"S","Caldimonas aquatica","Schlegelella aquatica","Bacteria",NA,NA,NA,NA
"102",396015,0.00131057304806527,40,40,"S","Rothia terrae","Rothia terrae","Bacteria",NA,NA,NA,NA
"103",401472,0.00058975787162937,18,18,"S","Corynebacterium ureicelerivorans","Corynebacterium ureicelerivorans","Bacteria","G+","棒状杆菌属","","棒状杆菌属机会致病菌种，能造成菌血症，具有亲脂性和极高的脲酶活性。"
"104",424800,0.0013433373742669,41,41,"S","Sphingomonas insulae","Sphingomonas insulae","Bacteria",NA,NA,NA,NA
"105",456999,0.00364464692482916,16,16,"S","Rhizoctonia solani","Rhizoctonia solani","Eukaryota",NA,NA,NA,NA
"106",461393,0.00058975787162937,18,18,"S","Actinomyces massiliensis","Actinomyces massiliensis","Bacteria",NA,NA,NA,NA
"107",477697,0.00199862389829953,61,61,"S","Streptomyces sp. T12","Streptomyces sp. T12","Bacteria",NA,NA,NA,NA
"108",492670,0.00140886602667016,43,43,"S","Bacillus velezensis","Bacillus velezensis","Bacteria","G+","芽孢杆菌属","贝莱斯芽孢杆菌","0"
"109",497967,0.00127780872186363,39,39,"S","Hymenobacter tibetensis","Hymenobacter tibetensis","Bacteria",NA,NA,NA,NA
"110",536441,0.000655286524032633,20,20,"S","Chryseobacterium taklimakanense","Chryseobacterium taklimakanense","Bacteria","G-","金黄杆菌属","0","0"
"111",544580,0.00252285311752564,77,77,"S","Actinomyces oris","Actinomyces oris","Bacteria","G+","放线菌属","口腔放线菌","引起放线菌病"
"112",563996,0.0116641001277809,356,356,"S","Sphingomonas hankookensis","Sphingomonas hankookensis","Bacteria",NA,NA,NA,NA
"113",570505,0.00157268765767832,48,48,"S","Methylobacterium bullatum","Methylobacterium bullatum","Bacteria",NA,NA,NA,NA
"114",574650,0.00160545198387995,49,49,"S","Micrococcus terreus","Micrococcus terreus","Bacteria",NA,NA,NA,NA
"115",706438,0.000917401133645687,28,28,"S","Actinomyces sp. oral taxon 171","Actinomyces sp. oral taxon 171","Bacteria",NA,NA,NA,NA
"116",712435,0.00291602503194522,89,89,"S","Porphyromonas sp. oral taxon 275","Porphyromonas sp. oral taxon 275","Bacteria",NA,NA,NA,NA
"117",756892,0.000360407588217948,11,11,"S","Acinetobacter indicus","Acinetobacter indicus","Bacteria","G-","不动杆菌属","印度不动杆菌","是不动杆菌属菌种，有机会致病性，从临床样本中分离出来，有碳青霉烯抗性。"
"118",1047171,0.00888382687927107,39,39,"S","Zymoseptoria tritici","Zymoseptoria tritici","Eukaryota","fun","","小麦真菌类病原菌","小麦真菌类病原菌"
"119",1069201,0.00933940774487471,41,41,"S","Aspergillus luchuensis","Aspergillus luchuensis","Eukaryota",NA,NA,NA,NA
